,B.O.D. (mg/l) : Max : < 3 mg/l,B.O.D. (mg/l) : Mean : < 3 mg/l,B.O.D. (mg/l) : Min : < 3 mg/l,CONDUCTIVITY (µmhos/cm) : Max,CONDUCTIVITY (µmhos/cm) : Mean,CONDUCTIVITY (µmhos/cm) : Min,FECAL COLIFORM (MPN/100ml) : Max : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Mean : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Min : < 2500 MPN/100ml,NITRATE- N+ NITRITE-N (mg/l) : Max,NITRATE- N+ NITRITE-N (mg/l) : Mean,NITRATE- N+ NITRITE-N (mg/l) : Min,State,TEMPERATURE ºC : Max,TEMPERATURE ºC : Mean,TEMPERATURE ºC : Min,TOTAL COLIFORM (MPN/100ml) : Max : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Mean : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Min : < 5000 MPN/100ml,pH : Max : 6.5-8.5,pH : Mean : 6.5-8.5,pH : Min : 6.5-8.5,B.O.D. (mg/l) : Max : < 3 mg/l_imp,B.O.D. (mg/l) : Mean : < 3 mg/l_imp,B.O.D. (mg/l) : Min : < 3 mg/l_imp,CONDUCTIVITY (µmhos/cm) : Max_imp,CONDUCTIVITY (µmhos/cm) : Mean_imp,CONDUCTIVITY (µmhos/cm) : Min_imp,FECAL COLIFORM (MPN/100ml) : Max : < 2500 MPN/100ml_imp,FECAL COLIFORM (MPN/100ml) : Mean : < 2500 MPN/100ml_imp,FECAL COLIFORM (MPN/100ml) : Min : < 2500 MPN/100ml_imp,TEMPERATURE ºC : Max_imp,TEMPERATURE ºC : Mean_imp,TEMPERATURE ºC : Min_imp,TOTAL COLIFORM (MPN/100ml) : Max : < 5000 MPN/100ml_imp,TOTAL COLIFORM (MPN/100ml) : Mean : < 5000 MPN/100ml_imp,TOTAL COLIFORM (MPN/100ml) : Min : < 5000 MPN/100ml_imp
461,1.1,1.0,0.9,1013.0,664.0,314.0,,,,6.6,5.7,4.7,west_bengal,29.0,29.0,29.0,,,,7.1,7.1,7.1,1.1,1.0,0.9,1013.0,664.0,314.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.0,29.0,29.0,14249.386440677967,4048.237288135593,825.1254237288135
462,0.9,0.6,0.3,801.0,580.0,358.0,,,,2.6,2.4,2.2,west_bengal,30.0,29.0,28.0,,,,8.0,7.5,7.0,0.9,0.6,0.3,801.0,580.0,358.0,1887.5023041474653,1088.8341013824884,562.2764976958525,30.0,29.0,28.0,14249.386440677967,4048.237288135593,825.1254237288135
463,3.5,2.3,1.2,306.0,306.0,306.0,,,,0.7,0.6,0.6,west_bengal,29.0,29.0,29.0,,,,7.0,7.0,7.0,3.5,2.3,1.2,306.0,306.0,306.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.0,29.0,29.0,14249.386440677967,4048.237288135593,825.1254237288135
464,0.9,0.8,0.8,1854.0,1791.0,1727.0,4.0,4.0,4.0,0.2,0.2,0.2,west_bengal,30.0,29.0,28.0,13.0,13.0,13.0,7.5,7.5,7.5,0.9,0.8,0.8,1854.0,1791.0,1727.0,4.0,4.0,4.0,30.0,29.0,28.0,13.0,13.0,13.0
465,0.9,0.7,0.4,814.0,778.0,742.0,,,,0.1,0.1,0.1,west_bengal,29.0,27.5,26.0,,,,6.7,6.7,6.6,0.9,0.7,0.4,814.0,778.0,742.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.0,27.5,26.0,14249.386440677967,4048.237288135593,825.1254237288135
466,0.7,0.6,0.4,140.0,132.0,123.0,,,,3.4,2.8,2.1,west_bengal,29.0,27.5,26.0,,,,8.0,6.9,5.7,0.7,0.6,0.4,140.0,132.0,123.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.0,27.5,26.0,14249.386440677967,4048.237288135593,825.1254237288135
467,1.7,1.4,1.1,1568.0,1027.0,485.0,8.0,8.0,8.0,4.1,4.0,3.9,west_bengal,32.0,29.5,27.0,13.0,13.0,13.0,7.5,7.1,6.8,1.7,1.4,1.1,1568.0,1027.0,485.0,8.0,8.0,8.0,32.0,29.5,27.0,13.0,13.0,13.0
468,0.7,0.5,0.3,987.0,978.0,969.0,4.0,4.0,4.0,0.8,0.4,0.0,west_bengal,29.0,27.5,26.0,13.0,13.0,13.0,8.0,7.9,7.9,0.7,0.5,0.3,987.0,978.0,969.0,4.0,4.0,4.0,29.0,27.5,26.0,13.0,13.0,13.0
469,1.4,0.8,0.3,2140.0,1594.0,1048.0,500.0,500.0,500.0,0.6,0.3,0.1,west_bengal,27.0,26.5,26.0,900.0,900.0,900.0,8.0,7.5,7.1,1.4,0.8,0.3,2140.0,1594.0,1048.0,500.0,500.0,500.0,27.0,26.5,26.0,900.0,900.0,900.0
470,0.7,0.6,0.5,2040.0,1936.0,1832.0,2.0,2.0,2.0,0.2,0.2,0.1,west_bengal,29.0,28.0,27.0,11.0,11.0,11.0,7.5,7.4,7.2,0.7,0.6,0.5,2040.0,1936.0,1832.0,2.0,2.0,2.0,29.0,28.0,27.0,11.0,11.0,11.0
